Image,Class,Correct predtiction from h5,Perturbation for h5,Number of iterations for h5,Probability of wrong prediction h5,Wrong class by h5,Correct prediction from tflite,Perturbation for tflite,Number of iterations for tflite,Probability of wrong prediction tflite,Wrong class by tflite,Correct prediction from axc,Perturbation for axc,Number of iterations for axc,Probability of wrong prediction axc,Wrong class by axc
0,Cat,0.9957652,0.00392156862745098,1,0.9796608,Frog,0.94140625,0.00392156862745098,1,0.671875,Frog,0.5468965428140464,0.00784313725490196,2,0.5468965428140464,Frog
1,Ship,0.99992824,0.00392156862745098,1,0.6446444,Automobile,0.99609375,0.011764705882352941,3,0.765625,Automobile,0.4824088383778522,0.011764705882352941,9,0.4824088383778522,Automobile
2,Ship,0.9998115,0.00392156862745098,1,0.9392526,Automobile,0.99609375,0.00392156862745098,2,0.5,Automobile,0.41635472393681183,0.00784313725490196,4,0.41635472393681183,Automobile
4,Frog,0.99669147,0.00392156862745098,1,0.5745451,Bird,0.99609375,0.011764705882352941,19,0.5,Bird,0.4715240631736284,0.01568627450980392,12,0.4715240631736284,Bird
5,Frog,0.99999535,0.00784313725490196,3,0.522144,Bird,0.99609375,0.027450980392156862,16,0.47265625,Bird,0.34574540842039014,0.027450980392156862,17,0.34574540842039014,Bird
6,Automobile,0.99958235,0.00784313725490196,2,0.95196295,Truck,0.99609375,0.01568627450980392,4,0.84375,Truck,0.5729407850837779,0.011764705882352941,3,0.5729407850837779,Truck
7,Frog,0.9991228,0.00392156862745098,1,0.6402995,Deer,0.99609375,0.00784313725490196,2,0.40625,Airplane,0.2917887229064438,0.00392156862745098,1,0.2917887229064438,Cat
8,Cat,0.70596457,0.00392156862745098,1,0.99922657,Frog,0.9609375,0.00392156862745098,1,0.90625,Frog,0.5068771762726927,0.00784313725490196,2,0.5068771762726927,Frog
9,Automobile,0.99411005,0.00392156862745098,1,0.7889598,Truck,0.9765625,0.00392156862745098,1,0.54296875,Truck,0.4682108085361196,0.00392156862745098,5,0.4682108085361196,Truck
10,Airplane,0.99993753,0.00392156862745098,3,0.79242694,Deer,0.99609375,0.00784313725490196,5,0.34375,Bird,0.3055325245072664,0.00784313725490196,4,0.3055325245072664,Ship
11,Truck,0.99995077,0.00392156862745098,2,0.6018701,Automobile,0.99609375,0.01568627450980392,7,0.5,Automobile,0.4968423127064515,0.0196078431372549,7,0.4968423127064515,Automobile
13,Horse,0.99999976,0.00784313725490196,2,0.60595095,Automobile,0.99609375,0.0196078431372549,9,0.72265625,Automobile,0.4713127362778831,0.027450980392156862,7,0.4713127362778831,Automobile
14,Truck,0.9973036,0.00392156862745098,1,0.775575,Automobile,0.9609375,0.00784313725490196,2,0.66015625,Automobile,0.5209051403887038,0.011764705882352941,6,0.5209051403887038,Automobile
15,Ship,0.9059366,0.00392156862745098,1,0.92172295,Airplane,0.98828125,0.00784313725490196,2,0.73046875,Frog,0.533349725206888,0.00392156862745098,1,0.533349725206888,Frog
18,Ship,1.0,0.00784313725490196,6,0.53812253,Airplane,0.99609375,0.023529411764705882,12,0.73046875,Airplane,0.4913837134873163,0.023529411764705882,14,0.4913837134873163,Airplane
19,Frog,1.0,0.00784313725490196,8,0.5378991,Bird,0.99609375,0.07058823529411765,18,0.54296875,Bird,0.4870291307441256,0.043137254901960784,17,0.4870291307441256,Bird
20,Horse,0.8564378,0.00392156862745098,1,0.83049685,Truck,0.98828125,0.00784313725490196,2,0.58203125,Dog,0.3657232018432121,0.01568627450980392,4,0.3657232018432121,Cat
21,Airplane,0.9816952,0.00784313725490196,2,0.7491299,Bird,0.99609375,0.00784313725490196,9,0.625,Bird,0.470769508138233,0.011764705882352941,6,0.470769508138233,Bird
23,Truck,0.9999994,0.011764705882352941,3,0.7696025,Automobile,0.99609375,0.023529411764705882,11,0.5,Automobile,0.47701279286217374,0.023529411764705882,11,0.47701279286217374,Automobile
26,Deer,0.94643146,0.00392156862745098,1,0.27226,Bird,0.99609375,0.00784313725490196,4,0.6640625,Frog,0.40880451763926035,0.00392156862745098,1,0.40880451763926035,Cat
27,Airplane,0.9995939,0.00392156862745098,3,0.7748635,Bird,0.99609375,0.011764705882352941,5,0.59765625,Bird,0.4116210208092673,0.011764705882352941,12,0.4116210208092673,Bird
29,Frog,0.99998355,0.00784313725490196,2,0.91494495,Bird,0.99609375,0.023529411764705882,11,0.58203125,Bird,0.5115248291281234,0.0196078431372549,11,0.5115248291281234,Bird
30,Frog,0.99999344,0.00392156862745098,3,0.6130527,Bird,0.99609375,0.011764705882352941,3,0.69140625,Cat,0.4180326834323054,0.00784313725490196,2,0.4180326834323054,Cat
31,Dog,0.93321574,0.00392156862745098,1,0.9963922,Bird,0.99609375,0.01568627450980392,4,0.83984375,Bird,0.2942892674764327,0.01568627450980392,4,0.2942892674764327,Bird
34,Truck,0.99997985,0.00784313725490196,2,0.903334,Airplane,0.99609375,0.01568627450980392,12,0.5,Airplane,0.4592418574093757,0.0196078431372549,7,0.4592418574093757,Airplane
36,Deer,0.99978954,0.00392156862745098,3,0.58888334,Horse,0.99609375,0.011764705882352941,3,0.83984375,Horse,0.42342488264189615,0.00784313725490196,4,0.42342488264189615,Horse
37,Automobile,0.9649293,0.00392156862745098,1,0.93748707,Truck,0.84375,0.00784313725490196,2,0.58203125,Truck,0.4589394746112854,0.00392156862745098,6,0.4589394746112854,Truck
38,Truck,0.99968374,0.00784313725490196,2,0.6276179,Automobile,0.99609375,0.0196078431372549,5,0.54296875,Automobile,0.49899833328408694,0.0196078431372549,5,0.49899833328408694,Automobile
