Image,Class,Correct predtiction from h5,Perturbation for h5,Number of iterations for h5,Probability of wrong prediction h5,Wrong class by h5,Correct prediction from tflite,Perturbation for tflite,Number of iterations for tflite,Probability of wrong prediction tflite,Wrong class by tflite,Correct prediction from axc,Perturbation for axc,Number of iterations for axc,Probability of wrong prediction axc,Wrong class by axc
0,Cat,0.99957687,0.00392156862745098,1,0.8731241,Bird,0.99609375,0.00784313725490196,7,0.54296875,Bird,0.4417004300199672,0.01568627450980392,4,0.4417004300199672,Bird
1,Ship,0.99999964,0.00784313725490196,1,0.7567989,Automobile,0.99609375,0.011764705882352941,2,0.5859375,Automobile,0.449388853104823,0.00784313725490196,12,0.449388853104823,Automobile
2,Ship,0.99239117,0.00392156862745098,1,0.98654467,Automobile,0.890625,0.00392156862745098,1,0.5,Automobile,0.5340013317980287,0.00392156862745098,2,0.5340013317980287,Automobile
5,Frog,0.99916637,0.00392156862745098,1,0.99748445,Cat,0.99609375,0.00784313725490196,21,0.53515625,Cat,0.4248146580481095,0.00784313725490196,1,0.4248146580481095,Cat
6,Automobile,0.9885357,0.00392156862745098,1,0.8364335,Truck,0.99609375,0.01568627450980392,11,0.54296875,Truck,0.449148492830342,0.011764705882352941,5,0.449148492830342,Truck
8,Cat,0.99120444,0.00392156862745098,1,0.423774,Dog,0.99609375,0.00784313725490196,2,0.54296875,Deer,0.47869553585670177,0.00784313725490196,3,0.47869553585670177,Deer
9,Automobile,0.9750762,0.00392156862745098,1,0.9777989,Truck,0.99609375,0.00784313725490196,25,0.54296875,Truck,0.4757880947304432,0.00784313725490196,3,0.4757880947304432,Truck
10,Airplane,0.9987753,0.00392156862745098,1,0.352251,Deer,0.99609375,0.00784313725490196,3,0.83984375,Deer,0.41049781706659333,0.00392156862745098,32,0.41049781706659333,Deer
11,Truck,0.99997985,0.00784313725490196,1,0.95365673,Automobile,0.99609375,0.011764705882352941,10,0.76953125,Automobile,0.4806788151717736,0.01568627450980392,5,0.4806788151717736,Automobile
12,Dog,0.7803111,0.00392156862745098,1,0.88751113,Frog,0.87890625,0.00392156862745098,1,0.3828125,Bird,0.2790221735432562,0.00392156862745098,2,0.2790221735432562,Cat
13,Horse,0.9927651,0.00392156862745098,1,0.95926034,Dog,0.99609375,0.01568627450980392,12,0.65625,Dog,0.40083015783671727,0.011764705882352941,3,0.40083015783671727,Cat
14,Truck,0.9894014,0.00392156862745098,1,0.8381702,Automobile,0.94140625,0.00392156862745098,1,0.703125,Automobile,0.5245406495189314,0.00392156862745098,1,0.5245406495189314,Automobile
15,Ship,0.99573934,0.00392156862745098,1,0.92139906,Frog,0.99609375,0.01568627450980392,4,0.88671875,Frog,0.36863922712250424,0.01568627450980392,10,0.36863922712250424,Frog
18,Ship,0.99999845,0.00784313725490196,2,0.7550083,Airplane,0.99609375,0.00784313725490196,4,0.6171875,Airplane,0.4135983672612499,0.00784313725490196,20,0.4135983672612499,Airplane
19,Frog,0.9999858,0.00784313725490196,1,0.934554,Bird,0.99609375,0.00784313725490196,3,0.703125,Bird,0.4484921323361609,0.00784313725490196,3,0.4484921323361609,Bird
20,Horse,0.41775128,0.00392156862745098,1,0.81101257,Cat,0.859375,0.00392156862745098,1,0.8125,Airplane,0.3240006164566252,0.00392156862745098,1,0.3240006164566252,Airplane
21,Airplane,0.99389994,0.00392156862745098,4,0.6464546,Bird,0.94921875,0.00784313725490196,6,0.5234375,Bird,0.4801540252695731,0.01568627450980392,3,0.4801540252695731,Deer
22,Deer,0.9946859,0.00392156862745098,1,0.41220596,Frog,0.99609375,0.00784313725490196,3,0.79296875,Frog,0.3406088190729342,0.00392156862745098,33,0.3406088190729342,Frog
23,Truck,0.99983907,0.00392156862745098,12,0.50605816,Automobile,0.99609375,0.00784313725490196,2,0.73828125,Automobile,0.518084435906535,0.01568627450980392,18,0.518084435906535,Automobile
24,Dog,0.78271335,0.00392156862745098,1,0.9993274,Deer,0.70703125,0.00392156862745098,1,0.96875,Deer,0.5546222266893648,0.00392156862745098,1,0.5546222266893648,Deer
26,Deer,0.98295075,0.00392156862745098,1,0.9971312,Cat,0.98046875,0.00392156862745098,1,0.6640625,Cat,0.41422684427411627,0.00392156862745098,1,0.41422684427411627,Cat
27,Airplane,0.99345857,0.00392156862745098,1,0.956907,Frog,0.99609375,0.011764705882352941,15,0.48828125,Bird,0.366347628982385,0.00784313725490196,4,0.366347628982385,Bird
28,Truck,0.9995734,0.00784313725490196,1,0.8680088,Automobile,0.87109375,0.00392156862745098,1,0.5859375,Automobile,0.5016813723797232,0.00392156862745098,2,0.5016813723797232,Automobile
29,Frog,0.9998754,0.00392156862745098,3,0.5101097,Bird,0.9765625,0.00392156862745098,1,0.54296875,Bird,0.4136031255191018,0.00392156862745098,2,0.4136031255191018,Bird
30,Frog,0.9976228,0.00392156862745098,1,0.9970078,Cat,0.78515625,0.00392156862745098,1,0.546875,Cat,0.31936669845343413,0.00392156862745098,5,0.31936669845343413,Bird
31,Dog,0.9877198,0.00392156862745098,1,0.99784446,Bird,0.99609375,0.00392156862745098,5,0.5390625,Bird,0.36559858230470377,0.00392156862745098,7,0.36559858230470377,Bird
34,Truck,0.99999845,0.00784313725490196,2,0.5991033,Airplane,0.99609375,0.011764705882352941,4,0.95703125,Airplane,0.41575426929635423,0.00392156862745098,24,0.41575426929635423,Airplane
36,Deer,0.9964785,0.00392156862745098,1,0.78907144,Dog,0.99609375,0.011764705882352941,3,0.54296875,Dog,0.46004977981837597,0.011764705882352941,3,0.46004977981837597,Dog
38,Truck,0.9994529,0.00392156862745098,6,0.5307044,Ship,0.99609375,0.011764705882352941,9,0.57421875,Automobile,0.38075828519331045,0.011764705882352941,11,0.38075828519331045,Automobile
39,Dog,0.9999881,0.00392156862745098,1,0.5716516,Truck,0.99609375,0.011764705882352941,4,0.5703125,Automobile,0.35809804322940103,0.01568627450980392,9,0.35809804322940103,Truck
40,Deer,0.9999974,0.00784313725490196,1,0.72049326,Airplane,0.9921875,0.011764705882352941,7,0.42578125,Airplane,0.38140709230318665,0.011764705882352941,6,0.38140709230318665,Airplane
41,Frog,0.9978885,0.00784313725490196,1,0.47297868,Cat,0.9375,0.00392156862745098,1,0.61328125,Automobile,0.280073842898429,0.00784313725490196,28,0.280073842898429,Automobile
43,Frog,0.999997,0.00392156862745098,2,0.7149517,Cat,0.99609375,0.011764705882352941,5,0.49609375,Cat,0.49654974970177146,0.011764705882352941,3,0.49654974970177146,Cat
44,Airplane,0.9821921,0.00392156862745098,18,0.36552212,Truck,0.99609375,0.011764705882352941,14,0.546875,Automobile,0.485876116050915,0.011764705882352941,28,0.485876116050915,Cat
45,Truck,0.9999931,0.00784313725490196,1,0.77364683,Automobile,0.99609375,0.00784313725490196,3,0.66796875,Automobile,0.445757564610767,0.00784313725490196,5,0.445757564610767,Automobile
46,Cat,0.80665237,0.00392156862745098,1,0.9986915,Frog,0.98046875,0.00784313725490196,20,0.57421875,Frog,0.3628970512666746,0.011764705882352941,4,0.3628970512666746,Frog
