Image,Class,Correct predtiction from h5,Perturbation for h5,Number of iterations for h5,Probability of wrong prediction h5,Wrong class by h5,Correct prediction from tflite,Perturbation for tflite,Number of iterations for tflite,Probability of wrong prediction tflite,Wrong class by tflite,Correct prediction from axc,Perturbation for axc,Number of iterations for axc,Probability of wrong prediction axc,Wrong class by axc0,Cat,0.99956816,0.00392156862745098,1,0.8082573,Frog,0.99609375,0.00392156862745098,1,0.9921875,Frog,0.33794327443526373,0.00392156862745098,1,0.33794327443526373,Frog
0,Cat,0.99956816,0.00392156862745098,1,0.8079589,Frog,0.99609375,0.00392156862745098,1,0.99609375,Frog,0.3480767726043768,0.00392156862745098,1,0.3480767726043768,Frog
1,Ship,0.99999964,0.00392156862745098,1,0.99846303,Truck,0.99609375,0.00392156862745098,1,0.59765625,Frog,0.38128193592277093,0.00392156862745098,1,0.38128193592277093,Bird
2,Ship,0.99240017,0.00392156862745098,1,0.99765414,Automobile,0.890625,0.00392156862745098,1,0.91796875,Automobile,0.6086271527085562,0.00392156862745098,1,0.6086271527085562,Automobile
5,Frog,0.9991731,0.00392156862745098,1,0.6863586,Deer,0.99609375,0.00392156862745098,1,0.546875,Bird,0.4547234409400124,0.00392156862745098,1,0.4547234409400124,Bird
8,Cat,0.9911822,0.00392156862745098,1,0.8922687,Frog,0.99609375,0.00392156862745098,1,0.88671875,Deer,0.35382686988335094,0.00392156862745098,1,0.35382686988335094,Deer
9,Automobile,0.97511226,0.00392156862745098,1,0.9986945,Truck,0.99609375,0.1921568627450978,1,0.54296875,Truck,0.4728309760385023,0.01568627450980392,1,0.4728309760385023,Truck
10,Airplane,0.9987832,0.00392156862745098,1,0.98726153,Deer,0.99609375,0.00392156862745098,1,0.55859375,Bird,0.5203850499232019,0.00392156862745098,1,0.5203850499232019,Bird
13,Horse,0.992767,0.00392156862745098,1,0.90565974,Dog,0.99609375,0.00392156862745098,1,0.87890625,Bird,0.47089361410925434,0.00392156862745098,1,0.47089361410925434,Bird
14,Truck,0.989433,0.00392156862745098,1,0.97738,Automobile,0.94140625,0.00392156862745098,1,0.99609375,Automobile,0.6672928468324296,0.00392156862745098,1,0.6672928468324296,Automobile
15,Ship,0.99570787,0.00392156862745098,1,0.99986875,Frog,0.99609375,0.00392156862745098,1,0.6015625,Frog,0.27273759271199766,0.00392156862745098,1,0.27273759271199766,Frog
18,Ship,0.99999845,0.00392156862745098,1,0.9265085,Truck,0.99609375,0.00392156862745098,1,0.82421875,Cat,0.257843674454594,0.00392156862745098,1,0.257843674454594,Bird
19,Frog,0.9999857,0.00392156862745098,1,0.9326965,Truck,0.99609375,0.00392156862745098,1,0.35546875,Cat,0.3955597571379634,0.00392156862745098,1,0.3955597571379634,Cat
22,Deer,0.99470794,0.00392156862745098,1,0.6678151,Cat,0.99609375,0.00392156862745098,1,0.46875,Bird,0.3337903573674507,0.00392156862745098,1,0.3337903573674507,Cat
23,Truck,0.9998399,0.00392156862745098,2,0.99999964,Frog,0.99609375,0.00392156862745098,1,0.78125,Cat,0.34494296691853565,0.00392156862745098,1,0.34494296691853565,Cat
26,Deer,0.9832185,0.00392156862745098,1,0.99770784,Cat,0.98046875,0.00392156862745098,1,0.76953125,Cat,0.46261774190096017,0.00392156862745098,1,0.46261774190096017,Cat
27,Airplane,0.9934915,0.00392156862745098,1,0.96146554,Frog,0.99609375,0.00392156862745098,1,0.92578125,Bird,0.5042032198776383,0.00392156862745098,1,0.5042032198776383,Bird
28,Truck,0.9995759,0.00392156862745098,1,0.9948926,Deer,0.87109375,0.00392156862745098,1,0.66796875,Frog,0.30929165838444345,0.00392156862745098,1,0.30929165838444345,Cat
30,Frog,0.9976555,0.00392156862745098,1,0.7702277,Deer,0.78515625,0.00392156862745098,1,0.796875,Bird,0.41290393073217385,0.00392156862745098,1,0.41290393073217385,Cat
31,Dog,0.9877051,0.00392156862745098,1,0.99949944,Bird,0.99609375,0.00392156862745098,1,0.984375,Bird,0.5177191599999025,0.00392156862745098,1,0.5177191599999025,Bird
34,Truck,0.99999845,0.00392156862745098,2,0.54830873,Automobile,0.99609375,0.00392156862745098,1,0.6953125,Cat,0.34861164686747903,0.00392156862745098,1,0.34861164686747903,Cat
36,Deer,0.9964042,0.00392156862745098,1,0.5018944,Frog,0.99609375,0.00392156862745098,1,0.6484375,Cat,0.5041951200148315,0.00392156862745098,1,0.5041951200148315,Cat
38,Truck,0.9994492,0.00392156862745098,1,0.830739,Deer,0.99609375,0.00392156862745098,1,0.59765625,Frog,0.24641299807641023,0.00392156862745098,1,0.24641299807641023,Bird
39,Dog,0.9999882,0.00392156862745098,1,0.9900073,Truck,0.99609375,0.00392156862745098,1,0.7890625,Bird,0.39785902883772384,0.00392156862745098,1,0.39785902883772384,Bird
40,Deer,0.9999974,0.00392156862745098,1,0.7021763,Truck,0.9921875,0.00392156862745098,1,0.765625,Cat,0.3752324574098807,0.00392156862745098,1,0.3752324574098807,Bird
41,Frog,0.9978942,0.00392156862745098,1,0.3995361,Deer,0.9375,0.00392156862745098,1,0.90234375,Bird,0.6071814471524076,0.00392156862745098,1,0.6071814471524076,Bird
45,Truck,0.9999931,0.00392156862745098,2,0.99795604,Cat,0.99609375,0.00392156862745098,1,0.4765625,Cat,0.31930432380451096,0.00392156862745098,1,0.31930432380451096,Cat
48,Horse,0.9999726,0.00392156862745098,1,0.61350214,Truck,0.99609375,0.00392156862745098,1,0.72265625,Cat,0.2454473958208483,0.00392156862745098,1,0.2454473958208483,Cat
49,Frog,0.98207444,0.00392156862745098,1,0.8822285,Bird,0.77734375,0.00392156862745098,1,0.984375,Bird,0.6574134267609746,0.00392156862745098,1,0.6574134267609746,Bird
50,Truck,0.99690324,0.00392156862745098,1,0.98047626,Ship,0.99609375,0.00392156862745098,1,0.94921875,Ship,0.5867600135378064,0.00392156862745098,1,0.5867600135378064,Ship
51,Ship,0.99985516,0.00392156862745098,1,0.62438637,Cat,0.99609375,0.00392156862745098,1,0.84765625,Cat,0.25034849889880145,0.00392156862745098,1,0.25034849889880145,Bird
54,Ship,0.999977,0.00392156862745098,1,0.98047894,Truck,0.99609375,0.00392156862745098,1,0.92578125,Cat,0.29243580749686227,0.00392156862745098,1,0.29243580749686227,Cat
55,Ship,0.9999553,0.00392156862745098,1,0.8397963,Truck,0.99609375,0.00392156862745098,1,0.67578125,Cat,0.40960808420088507,0.00392156862745098,1,0.40960808420088507,Cat
60,Horse,0.9998797,0.00392156862745098,1,0.91256064,Frog,0.99609375,0.00392156862745098,1,0.71484375,Frog,0.3313098868203705,0.00392156862745098,1,0.3313098868203705,Bird
63,Cat,0.99917704,0.00392156862745098,1,0.9619277,Frog,0.99609375,0.00392156862745098,1,0.578125,Bird,0.4039421171937355,0.00392156862745098,1,0.4039421171937355,Bird
